,Unit,vin,price,miles,year,,model,vehicle_type,body_type,fuel_type,engine,transmission,color,zip,state,city,seller_type,is_certified,dom,dom_180,msrp,seller_name
1567,1,WBA3R5C56FK189559,31482,35084,2015,BMW,4 Series,Car,Coupe,Premium Unleaded,3.0L V6 DOHC 24V,Automatic,Gray,28211,NC,Charlotte,dealer,1,25,25,31482,sonic automotive
1568,1,WBA3V7C54FP772626,30206,47541,2015,BMW,4 Series,Car,Convertible,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Silver,28211,NC,Charlotte,dealer,1,2,2,30206,sonic automotive
1569,1,WBA3X5C57ED559331,17417,30572,2014,BMW,3 Series Gran Turismo,Car,Hatchback,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,,28213,NC,Charlotte,dealer,,172,102,,capital ford charlotte
1570,1,WBA4A5C53FD410275,26981,19780,2015,BMW,4 Series Gran Coupe,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Brown,28211,NC,Charlotte,dealer,1,68,68,26981,sonic automotive
1571,1,WBA4Z1C54JEC59504,33484,22951,2018,BMW,4 Series,Car,Convertible,,,,White,28211,NC,Charlotte,dealer,,40,40,33484,sonic automotive
1572,1,WBA8A9C58GK617492,22494,19495,2016,BMW,3 Series,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Black,28211,NC,Charlotte,dealer,,49,49,22494,sonic automotive
1573,1,WBA8B9C37HK885236,,20330,2017,BMW,3 Series,Car,Sedan,,3.0L L6 DOHC 24V,,,28212,NC,Charlotte,dealer,,149,131,31977,rick hendrick city chevrolet
1574,1,WBA8D9G57JNU69133,44928,1390,2018,BMW,3 Series,Car,Sedan,Gasoline,,,,28273,NC,Charlotte,dealer,,131,131,44928,south charlotte hyundai
1575,1,WBA8E5G50JNU45651,43174,12,2018,BMW,3 Series,Car,Sedan,Gasoline,,,Black Sapphire,28211,NC,Charlotte,dealer,,238,202,43174,sonic automotive
1576,1,WBA8Z9C52HG452987,37991,9725,2017,BMW,3 Series Gran Turismo,Car,Hatchback,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Gray,28211,NC,Charlotte,dealer,1,220,20,37991,sonic automotive
1577,1,WBAPM77529NL87273,,92748,2009,BMW,3 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Manual,Titanium Silver Metallic,28212,NC,Charlotte,dealer,,1,1,,hendrick motors of charlotte
1578,1,WBY1Z2C53FV555399,14982,17277,2015,BMW,i3,Car,Hatchback,Electric,ELECTRIC,Direct Drive,Gray,28211,NC,Charlotte,dealer,1,24,18,14982,sonic automotive
1579,1,WBY2Z2C51FV391543,79981,20564,2015,BMW,i8,Car,Coupe,Premium Unleaded,1.3L L3 HYBRID,Automatic,Blue,28211,NC,Charlotte,dealer,1,12,9,79981,sonic automotive
1580,1,WDBSK70F29F146408,32750,78063,2009,Mercedes-Benz,SL-Class,Car,Convertible,Premium Unleaded,6.0L V12 SOHC 36V TURBO,Automatic,Steel Grey Metallic,28273,NC,Charlotte,dealer,,75,75,32750,godspeed motors
1581,1,WDCGG5HB2DG048460,19983,47097,2013,Mercedes-Benz,GLK,SUV,SUV,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,White,28211,NC,Charlotte,dealer,,33,33,19983,sonic automotive
1582,1,WDCTG4EB8JJ458854,32981,6982,2018,Mercedes-Benz,GLA-Class,SUV,SUV,Premium Unleaded,M270,Automated Manual,Silver,28211,NC,Charlotte,dealer,,13,12,32981,sonic automotive
1583,1,WDCTG4GB2GJ239295,29995,20826,2016,Mercedes-Benz,GLA-Class,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V TURBO,Automated Manual,Cirrus White,28273,NC,Charlotte,dealer,,552,92,29995,hendrick automotive group - usa
1584,1,WDDHF5KB7FB150574,26861,46990,2015,Mercedes-Benz,E-Class,SUV,Sedan,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,Black,28212,NC,Charlotte,dealer,,17,17,26861,hiline garage
1585,1,WDDHF6HB5FB112368,44939,23184,2015,Mercedes-Benz,E-Class,Car,Sedan,Premium Unleaded,3.0L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,48,48,44939,south charlotte hyundai
1586,1,WDDYJ7JA4GA006295,104981,5765,2016,Mercedes-Benz,AMG GT,Car,Coupe,Premium Unleaded,4.0L V8,Automated Manual,Silver,28211,NC,Charlotte,dealer,1,54,5,104981,sonic automotive
1587,1,WMWXS5C54FT831745,15981,28647,2015,MINI,Cooper,Car,Hatchback,Premium Unleaded,1.5L L3,Manual,Black,28211,NC,Charlotte,dealer,1,12,12,15981,sonic automotive
1588,1,WMWZB3C53EWM31962,13983,41877,2014,MINI,Cooper Countryman,Car,Wagon,Premium Unleaded,1.6L L4 DOHC 16V TURBO,Manual,White,28211,NC,Charlotte,dealer,1,38,38,13983,sonic automotive
1589,1,WP0AA2A77GL005231,62383,13337,2016,Porsche,Panamera,Car,Sedan,Premium Unleaded,3.0L V6 DOHC 24V,Automated Manual,Black,28211,NC,Charlotte,dealer,1,166,36,62383,sonic automotive
1590,1,WP1AF2A22GKA45372,52994,25806,2016,Porsche,Cayenne,SUV,SUV,Diesel,3.0L V6 DOHC 24V DIESEL,Automatic,Moonlight Blue,28211,NC,Charlotte,dealer,1,195,47,52994,sonic automotive
1591,1,YV4952CZ3E1691621,23795,54023,2014,Volvo,XC90,SUV,SUV,Regular Unleaded,3.2L L6 DOHC 24V,Automatic,,28212,NC,Charlotte,dealer,,336,9,23795,rick hendrick city chevrolet
1592,1,ZAM56RPA7G1166331,63000,9500,2016,Maserati,Quattroporte,Car,Sedan,Premium Unleaded,3.0L V6 DOHC 24V,Automatic,,28217,NC,Charlotte,dealer,1,344,186,63000,foreign cars italia charlotte used vehicles
1593,1,19UDE2F73GA000518,17190,33934,2016,Acura,ILX,Car,Sedan,Premium Unleaded,2.0L L4 16V DOHC,Automated Manual,,28273,NC,Charlotte,dealer,,61,61,17190,hendrick honda
1594,1,19UDE2F84GA009706,20981,30149,2016,Acura,ILX,Car,Sedan,Premium Unleaded,2.0L L4 16V DOHC,Automated Manual,White,28211,NC,Charlotte,dealer,,27,27,20981,sonic automotive
1595,1,19XFB2F52CE332262,11250,95759,2012,Honda,Civic,Car,Sedan,Regular Unleaded,1.8L L4 SOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,29,29,11250,south charlotte nissan
1596,1,19XFB2F57FE202207,13494,32759,2015,Honda,Civic,Car,Sedan,Regular Unleaded,1.8L L4 SOHC 16V,Automatic,Black,28211,NC,Charlotte,dealer,,48,46,13494,sonic automotive
1597,1,19XFC2F51HE023130,17995,4956,2017,Honda,Civic,Car,Sedan,Regular Unleaded,2.0L L4 DOHC 16V,,Unknown,28227,NC,Charlotte,dealer,1,225,211,17995,hendrick acura
1598,1,1B3BD4FB5BN578504,5795,95760,2011,Dodge,Avenger,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Black,28212,NC,Charlotte,dealer,,57,57,5795,formula one imports
1599,1,1C3CDFCAXDD148121,11583,20549,2013,Dodge,Dart,Car,Sedan,Regular Unleaded,2.0L L4 DOHC 16V TURBO,Manual,Gray,28211,NC,Charlotte,dealer,,40,40,11583,sonic automotive
1600,1,1C4BJWCG2CL177010,24464,53101,2012,Jeep,Wrangler,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V FFV,Manual,,28273,NC,Charlotte,dealer,,9,9,24464,hendrick honda
1601,1,1C4NJDBB0ED567849,13395,93106,2014,Jeep,Compass,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Manual,,28213,NC,Charlotte,dealer,,123,43,,drivetime tryon
1602,1,1C4NJPBB3FD431055,,41512,2015,Jeep,Patriot,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Manual,,28227,NC,Charlotte,dealer,,2,2,,saab of charlotte
1603,1,1C4PJLAB2FW689364,13992,43332,2015,Jeep,Cherokee,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Bright White,28211,NC,Charlotte,dealer,,21,21,13992,sonic automotive
1604,1,1C4PJMCK9CW139495,12981,71504,2012,Jeep,Liberty,SUV,SUV,Regular Unleaded,3.7L V6 SOHC 12V,Automatic,Gray,28211,NC,Charlotte,dealer,,10,10,12981,sonic automotive
1605,1,1C4RJEAG6GC392536,21887,15206,2016,Jeep,Grand Cherokee,SUV,SUV,Flex-Fuel,3.6L V6 DOHC 24V,Automatic,,28273-6935,NC,Charlotte,dealer,,144,53,21887,hendrickcars.com charlotte
1606,1,1C4RJFDJXFC683617,49500,9100,2015,Jeep,Grand Cherokee SRT,SUV,SUV,Premium Unleaded,6.4L V8 OHV 16V,Automatic,Brilliant Black Crystal Pearlcoat,28227,NC,Charlotte,dealer,,32,32,49500,jaguar charlotte
1607,1,1C6RD6FK2CS221414,,,2012,Ram,1500,Truck,Pickup,Regular Unleaded,3.7L V6 SOHC 12V,Automatic,,28205,NC,Charlotte,dealer,,143,143,,pty motors
1608,1,1C6RR6KG1HS585866,23539,5090,2017,Ram,1500,Truck,Pickup,Flex-Fuel,3.6L V6 DOHC 24V FFV,Automatic,,28273,NC,Charlotte,dealer,,198,42,23539,performance ford
1609,1,1C6RR7FT7FS507859,26998,16000,2015,Ram,1500,Truck,Pickup,Flex-Fuel,5.7L V8 OHV 16V,Automatic,,28227,NC,Charlotte,dealer,,2,1,,carmax independence boulevard
1610,1,1D8GT58697W705805,6482,133027,2007,Dodge,Nitro,SUV,SUV,Regular Unleaded,4.0L V6 SOHC 24V,Automatic,White,28211,NC,Charlotte,dealer,,16,16,6482,sonic automotive
1611,1,1D8HD48P47F547894,5981,143527,2007,Dodge,Durango,SUV,SUV,Regular Unleaded,4.7L V8 SOHC 16V FFV,Automatic,Brown,28211,NC,Charlotte,dealer,,8,8,5981,sonic automotive
1612,1,1FA6P0H73E5390700,13495,89184,2014,Ford,Fusion,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,42,42,13495,drivetime south blvd
1613,1,1FMCU0J9XFUB38592,,18677,2015,Ford,Escape,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,80,72,,performance ford
1614,1,1FMCU49H38KA68855,6500,127214,2008,Ford,Escape Hybrid,SUV,SUV,Regular Unleaded,2.3L L4 DOHC 16V HYBRID,Automatic,,28227,NC,Charlotte,dealer,,61,53,6500,east charlotte nissan
1615,1,1FMPU17535LA16124,,167375,2005,Ford,Expedition,SUV,SUV,Regular Unleaded,5.4L V8 SOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,1,1,,performance ford
1616,1,1FT7W2A65FED06814,24981,43259,2015,Ford,F-250 Super Duty,Truck,Pickup,Flex-Fuel,6.2L V8 OHV 16V,Automatic,Black,28211,NC,Charlotte,dealer,,12,12,24981,sonic automotive
1617,1,1FTFW1CV6AKE41501,,111645,2010,Ford,F-150,Truck,Pickup,Flex-Fuel,5.4L V8 SOHC 24V FFV,Automatic,,28273,NC,Charlotte,dealer,,1,1,,volkswagen of south charlotte
1618,1,1FTFW1EF6DKF54973,21920,115410,2013,Ford,F-150,Truck,Pickup,Flex-Fuel,5.0L V8,Automatic,,28273,NC,Charlotte,dealer,,17,17,21920,williams buick gmc
1619,1,1FTFW1EF9BFB76301,19500,130365,2011,Ford,F-150,Truck,Pickup,Flex-Fuel,5.0L V8,Automatic,,28213,NC,Charlotte,dealer,,43,18,21000,capital ford charlotte
1620,1,1FTFW1ET5EKE90142,29884,53534,2014,Ford,F-150,Truck,Pickup,Flex-Fuel,3.5L V6 TURBO,Automatic,Oxford White,28211,NC,Charlotte,dealer,,29,28,29884,sonic automotive
1621,1,1FTMF1CF3DFA60623,16991,57401,2013,Ford,F-150,Truck,Pickup,Flex-Fuel,5.0L V8 OHV 16V,Automatic,Silver,28211,NC,Charlotte,dealer,,5,5,16991,sonic automotive
1622,1,1FTWW31R48EE03081,18991,101432,2008,Ford,F-350 Super Duty,Truck,Pickup,Diesel,6.4L V8 OHV 32V TURBO DIESEL,Manual,Silver,28211,NC,Charlotte,dealer,,5,5,18991,sonic automotive
1623,1,1FTYR1ZM9HKA92312,25000,15060,2017,Ford,Transit Van,Car,,Flex-Fuel,3.7L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,12,12,25000,capital ford charlotte
1624,1,1G11A5SA2GF111704,14895,79310,2016,Chevrolet,Malibu Limited,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,21,21,,drivetime south blvd
1625,1,1G1FB3DS1H0207244,24998,19050,2017,Chevrolet,Camaro,Car,Convertible,Regular Unleaded,3.6L V6 DOHC 24V FFV,,,28227,NC,Charlotte,dealer,,3,3,,hendrick mini
1626,1,1G1FF3D77J0118204,32733,22533,2018,Chevrolet,Camaro,Car,Convertible,Gasoline,,Automatic,Black,28273-6935,NC,Charlotte,dealer,,16,16,32733,hendrickcars charlotte
1627,1,1G1PC5SB4E7382459,11014,66000,2014,Chevrolet,Cruze,Car,Sedan,Regular Unleaded,1.4L L4 DOHC 16V TURBO,Automatic,Red Hot,28273-6935,NC,Charlotte,dealer,,88,73,11014,hendrickcars charlotte
1628,1,1G1RD6S56GU124938,23988,26900,2016,Chevrolet,Volt,Car,Hatchback,Electric,1.5L L4 DOHC 16V,Direct Drive,,28212,NC,Charlotte,dealer,,4,3,23988,rick hendrick city chevrolet
1629,1,1G1ZE5ST1HF202957,,2123,2017,Chevrolet,Malibu,Car,Sedan,Regular Unleaded,1.5L L4 DOHC 16V,Automatic,Silver,28205,NC,Charlotte,dealer,,96,96,,aj's auto imports
1630,1,1G1ZE5ST4HF153575,17991,33548,2017,Chevrolet,Malibu,Car,Sedan,Regular Unleaded,1.5L L4 DOHC 16V,Automatic,Silver,28211,NC,Charlotte,dealer,1,100,88,17991,sonic automotive
1631,1,1GCRCNECXGZ177787,24782,33666,2016,Chevrolet,Silverado 1500,Truck,Pickup,Flex-Fuel,5.3L V8 OHV 16V,Automatic,Black,28211,NC,Charlotte,dealer,1,138,25,24782,sonic automotive
1632,1,1GKKNNLS1HZ179990,29889,8752,2017,GMC,Acadia,SUV,SUV,Premium Unleaded,2.5L L4 DOHC 16V,,Black Cherry Metallic,28227,NC,Charlotte,dealer,,70,52,29889,hendrick acura
1633,1,1GKS1AE08BR258581,13588,138522,2011,GMC,Yukon,SUV,SUV,Flex-Fuel,5.3L V8 OHV 16V FFV,Automatic,Gold Mist Metallic,28212,NC,Charlotte,dealer,,77,51,13588,hendrick kia charlotte
1634,1,1GKS1JKJXFR304916,48998,31000,2015,GMC,Yukon XL,SUV,SUV,Premium Unleaded,6.2L V8 OHV 16V,Automatic,,28227,NC,Charlotte,dealer,,27,27,,carmax independence boulevard
1635,1,1GKS2CKJ9FR582747,49994,31965,2015,GMC,Yukon,SUV,SUV,Premium Unleaded,6.2L V8 OHV 16V,Automatic,,28273,NC,Charlotte,dealer,1,15,15,49994,williams buick gmc
1636,1,1GNEV23D59S119382,9990,165921,2009,Chevrolet,Traverse,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,Black Granite Metallic,28269,NC,Charlotte,dealer,,11,11,9990,audi northlake
1637,1,1GNFLFEK9GZ103445,,44385,2016,Chevrolet,Equinox,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V FFV,Automatic,,28201,NC,Charlotte,dealer,,8,1,,parks chevrolet charlotte
1638,1,1GNKRGKD0FJ364260,22388,44741,2015,Chevrolet,Traverse,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,Blue Velvet Metallic,28269,NC,Charlotte,dealer,,34,34,22388,audi northlake
1639,1,1GNKVHKD5HJ192991,23995,34894,2017,Chevrolet,Traverse,SUV,SUV,Regular Unleaded,,,Silver Ice Metallic,28269,NC,Charlotte,dealer,,76,76,23995,audi northlake
1640,1,1GT12UEY5HF234759,58000,13834,2017,GMC,Sierra 2500HD,Truck,Pickup,Diesel,,,Summit White,28273,NC,Charlotte,dealer,,123,39,58000,keith hawthorne lincoln of charlotte
1641,1,1GTW7FCF0F1903504,,38712,2015,GMC,Savana Cargo,Car,,Flex-Fuel,4.8L V8 FFV,Automatic,,28206,NC,Charlotte,dealer,,609,609,,palace auto sales
1642,1,1GYEE53A280175879,,135888,2008,Cadillac,SRX,SUV,SUV,,4.6L V8 DOHC 32V,,,28213,NC,Charlotte,dealer,,3,3,,capital ford charlotte
1643,1,1GYS3CKJXGR380097,74055,723,2016,Cadillac,Escalade,SUV,SUV,Premium Unleaded,6.2L V8 OHV 16V FFV,Automatic,Red Passion Tintcoat,28211,NC,Charlotte,dealer,,455,455,74055,sonic automotive
1644,1,1HD4LE214CC402567,6055,,2012,Harley-Davidson,Sportster,SUV,SUV,,,,,28213,NC,Charlotte,dealer,,15,15,6055,capital ford charlotte
1645,1,1HGCP2F64CA049413,12599,96000,2012,Honda,Accord,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,3,3,,carmax independence boulevard
1646,1,1HGCR2F17HA138303,21794,32844,2017,Honda,Accord,SUV,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,,Crystal Black Pearl,28269,NC,Charlotte,dealer,,41,37,21794,mercedes-benz of northlake
1647,1,1HGCR2F37GA029727,18949,22584,2016,Honda,Accord,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28213,NC,Charlotte,dealer,,122,45,18949,capital ford charlotte
1648,1,1HGCR2F89FA083928,18981,37391,2015,Honda,Accord,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Silver,28211,NC,Charlotte,dealer,1,21,5,18981,sonic automotive
1649,1,1HGCT1B36FA007332,16981,22813,2015,Honda,Accord,Car,Coupe,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Black,28211,NC,Charlotte,dealer,,3,3,16981,sonic automotive
1650,1,1J4FA39S86P750981,,,2006,Jeep,Wrangler,SUV,SUV,Regular Unleaded,4.0L L6 OHV 12V,Manual,,28205,NC,Charlotte,dealer,,350,350,,pty motors
1651,1,1N6AA06B44N524932,10698,139800,2004,Nissan,Titan,Truck,Pickup,Regular Unleaded,5.6L V8 DOHC 32V,Automatic,,28227,NC,Charlotte,dealer,,1,1,12838,east charlotte nissan
1652,1,1N6AD0ER2FN703270,16888,81965,2015,Nissan,Frontier,Truck,Pickup,Regular Unleaded,4.0L V6 DOHC 24V,Automatic,,28212,NC,Charlotte,dealer,,90,90,16888,driven automotive
1653,1,1ZVHT85H465188229,9482,71026,2006,Ford,Mustang,Car,Convertible,Regular Unleaded,4.6L V8 SOHC 24V,Manual,Blue,28211,NC,Charlotte,dealer,,29,28,9482,sonic automotive
1654,1,2A8HR54P18R766519,5981,135872,2008,Chrysler,Town and Country,Van,,Regular Unleaded,3.8L V6 OHV 12V,Automatic,Tan,28211,NC,Charlotte,dealer,,15,15,5981,sonic automotive
1655,1,2C3CDXBG1EH363113,14753,31120,2014,Dodge,Charger,Car,Sedan,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,51,26,19948,keffer jeep chrysler dodge ram
1656,1,2C3KA53V29H552073,9999,89448,2009,Chrysler,300,Car,Sedan,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,,28212,NC,Charlotte,dealer,,94,94,9999,driven automotive
1657,1,2FMDK3JC1CBA25591,14440,109092,2012,Ford,Edge,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,Gold,28227,NC,Charlotte,dealer,,3,3,14440,land rover charlotte
1658,1,2FMGK5D84EBD29162,15900,107239,2014,Ford,Flex,Car,Wagon,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,61,61,15900,capital ford charlotte
1659,1,2G1WB5E33G1184300,,45766,2016,Chevrolet,Impala Limited,Car,Sedan,,3.6L V6 DOHC 16V FFV,,,28213,NC,Charlotte,dealer,,17,17,,planet mitsubishi
1660,1,2G1WH52K659319360,,,2005,Chevrolet,Impala,Car,Sedan,Regular Unleaded,3.8L V6 OHV 12V,Automatic,,28205,NC,Charlotte,dealer,,109,109,,pty motors
1661,1,2GNALAEK0F1109171,14995,34274,2015,Chevrolet,Equinox,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V FFV,Automatic,Summit White,28227,NC,Charlotte,dealer,,49,49,14995,land rover charlotte
1662,1,2GNALAEKXF6380533,15300,39880,2015,Chevrolet,Equinox,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V FFV,Automatic,Blue Velvet Metallic,28269,NC,Charlotte,dealer,1,11,11,15300,audi northlake
1663,1,2GNALCEK3H1612675,18694,27367,2017,Chevrolet,Equinox,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V FFV,Automatic,Black,28211,NC,Charlotte,dealer,1,44,44,18694,sonic automotive
1664,1,2HGFG3B83CH542463,8900,104193,2012,Honda,Civic,Car,Coupe,Regular Unleaded,2.3L L4 SOHC 16V,Automatic,Polished Metal Metallic,28227,NC,Charlotte,dealer,,22,22,8900,hendrick mini
1665,1,2HKRM3H35FH516555,16995,69096,2015,Honda,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Crystal Black Pearl,28212,NC,Charlotte,dealer,1,12,12,16995,hendrick kia charlotte
1666,1,2HKRM3H51EH544336,18981,19198,2014,Honda,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Silver,28211,NC,Charlotte,dealer,1,11,10,18981,sonic automotive
1667,1,2J4FY29S0NJ524855,5500,160000,1992,Jeep,Wrangler,SUV,SUV,Regular Unleaded,4.0L L6 OHV 12V,Manual,White,28212,NC,Charlotte,dealer,,26,21,5500,young ford
1668,1,2LMDJ6JC2ABJ05066,15995,61495,2010,Lincoln,MKX,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,22,22,15995,capital ford charlotte
1669,1,2LMDU68C08BJ06286,9494,83712,2008,Lincoln,MKX,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28211,NC,Charlotte,dealer,,25,25,9494,sonic automotive
1670,1,2MEFM74V68X609926,6979,69329,2008,Mercury,Grand Marquis,Car,Sedan,Flex-Fuel,4.6L V8 OHC 16V FFV,Automatic,,28269,NC,Charlotte,dealer,,2,2,,audi northlake
1671,1,2T1BURHE9FC264057,13699,24473,2015,Toyota,Corolla,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,Automatic,Black Sand Mica,28273-6935,NC,Charlotte,dealer,,11,11,13699,hendrickcars.com charlotte
1672,1,2T2BK1BA4DC171534,24799,55210,2013,Lexus,RX 350,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,Obsidian,28227,NC,Charlotte,dealer,1,170,43,24799,jaguar charlotte
1673,1,2T2BZMCA8HC099383,45531,12370,2017,Lexus,RX 350,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,Obsidian,28269,NC,Charlotte,dealer,1,91,60,45999,mercedes-benz of northlake
1674,1,2T2ZK1BA3FC198628,29495,29976,2015,Lexus,RX 350,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,16,16,29495,formula motors
1675,1,2T2ZK1BA4BC049428,23988,27678,2011,Lexus,RX 350,SUV,SUV,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,Starfire Pearl,28227,NC,Charlotte,dealer,1,4,4,23988,hendrick mini
1676,1,2T3YFREV1EW074587,17788,83243,2014,Toyota,RAV4,SUV,SUV,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Classic Silver Metallic,28269,NC,Charlotte,dealer,,215,38,,hendrick bmw northlake
1677,1,2T3YK4DV6AW006814,10882,97559,2010,Toyota,RAV4,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,Silver,28211,NC,Charlotte,dealer,,71,28,10882,sonic automotive
1678,1,2T3ZF4DV7BW080575,11481,57048,2011,Toyota,RAV4,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,9,9,11481,sonic automotive
1679,1,3C4PDCBGXFT653994,11999,76985,2015,Dodge,Journey,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,White,28269,NC,Charlotte,dealer,,62,54,11999,audi northlake
1680,1,3C63R3EJ2HG691066,44450,8594,2017,Ram,3500,Truck,Pickup,,6.4L V8 OHV 16V,,Brilliant Black Crystal Pearlcoat,28262,NC,Charlotte,dealer,,142,57,44450,university volvo
1681,1,3C6UR5FJ5GG260458,36982,51714,2016,Ram,2500,Truck,Pickup,Regular Unleaded,6.4L V8,Automatic,Black,28211,NC,Charlotte,dealer,,117,5,36982,sonic automotive
1682,1,3CZRM3H35FG710778,16991,29887,2015,Honda,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Urban Titanium Metallic,28269,NC,Charlotte,dealer,,52,52,16991,audi northlake
1683,1,3CZRM3H38FG704313,17981,39914,2015,Honda,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Gray,28211,NC,Charlotte,dealer,,5,5,17981,sonic automotive
1684,1,3FA6P0HD6HR154596,22000,14619,2017,Ford,Fusion,Car,Sedan,Regular Unleaded,1.5L L4 DOHC 16V,Automatic,,28213,NC,Charlotte,dealer,1,149,128,25000,capital ford charlotte
1685,1,3FA6P0HD8ER387200,11482,55619,2014,Ford,Fusion,Car,Sedan,Regular Unleaded,1.5L L4 DOHC 16V,Automatic,Black,28211,NC,Charlotte,dealer,,19,19,11482,sonic automotive
1686,1,3FA6P0UU6ER206293,14432,54609,2014,Ford,Fusion Hybrid,Car,Sedan,Regular Unleaded,2.0L L4 DOHC 16V HYBRID,Automatic,,28273,NC,Charlotte,dealer,,81,25,14432,south charlotte hyundai
1687,1,3FADP4BJ0BM240634,7433,69260,2011,Ford,Fiesta,Car,Sedan,Regular Unleaded,1.6L L4 DOHC 16V,Manual,Monterey Gray Metallic,28273,NC,Charlotte,dealer,,84,55,7433,hendrick automotive group - usa
1688,1,3FAHP0GA0CR194004,8800,83565,2012,Ford,Fusion,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Manual,Ingot Silver,28212,NC,Charlotte,dealer,,122,28,8800,young ford
1689,1,3GNAXJEV5JS523817,,16230,2018,Chevrolet,Equinox,SUV,SUV,Regular Unleaded,,,,28214,NC,Charlotte,dealer,,1,1,,victory chevrolet
1690,1,3GTP1VE01DG157572,16991,141734,2013,GMC,Sierra 1500,Truck,Pickup,Flex-Fuel,5.3L V8 OHV 16V FFV,Automatic,Gray,28211,NC,Charlotte,dealer,,93,12,16991,sonic automotive
1691,1,3MZBM1U71GM275701,14192,31870,2016,Mazda,3,SUV,Sedan,Regular Unleaded,2.0L L4 DOHC 16V,Manual,Soul Red Metallic,28212,NC,Charlotte,dealer,,178,2,14192,hendrick kia charlotte
1692,1,3N1AB7AP3EY307701,11969,30951,2014,Nissan,Sentra,Car,Sedan,Regular Unleaded,1.8L L4 SFI DOHC 16V,Automatic,Brilliant Silver,28269,NC,Charlotte,dealer,,583,38,11969,audi northlake
1693,1,3N1CN7AP4HL892466,13910,1802,2017,Nissan,Versa,Car,Sedan,Regular Unleaded,1.6L L4 DOHC 16V,Manual,,28227,NC,Charlotte,dealer,1,207,96,17120,east charlotte nissan
